"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
"                                                                                           "
" Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker"
" (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            "
"                                                                                           "
" Baseline data in this file through 07-Oct-2013 from archive dated 08-Oct-2013 09:16:48    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   "
" mole (ppm), reported on the 2008A SIO manometric mole fraction scale.  This is the        "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1960, 05,   22051, 1960.3716,   320.03,   317.23,     319.67,   316.87,     320.03,   317.23
1960, 06,   22082, 1960.4563,   319.59,   317.47,     319.05,   316.93,     319.59,   317.47
1960, 07,   22112, 1960.5383,   318.18,   317.48,     317.68,   316.98,     318.18,   317.48
1960, 08,   22143, 1960.6230,   315.91,   317.16,     315.77,   317.02,     315.91,   317.16
1960, 09,   22174, 1960.7077,   314.16,   317.06,     314.15,   317.04,     314.16,   317.06
1960, 10,   22204, 1960.7896,   313.83,   316.85,     314.05,   317.07,     313.83,   316.85
1960, 11,   22235, 1960.8743,   315.00,   316.91,     315.19,   317.10,     315.00,   316.91
1960, 12,   22265, 1960.9563,   316.19,   317.00,     316.33,   317.14,     316.19,   317.00
1961, 01,   22296, 1961.0411,   316.93,   316.91,     317.20,   317.19,     316.93,   316.91
1961, 02,   22327, 1961.1260,   317.70,   317.07,     317.88,   317.25,     317.70,   317.07
1961, 03,   22355, 1961.2027,   318.54,   317.24,     318.62,   317.32,     318.54,   317.24
1961, 04,   22386, 1961.2877,   319.48,   317.15,     319.72,   317.40,     319.48,   317.15
1961, 05,   22416, 1961.3699,   320.58,   317.77,     320.30,   317.49,     320.58,   317.77
1961, 06,   22447, 1961.4548,   319.77,   317.63,     319.73,   317.58,     319.77,   317.63
1961, 07,   22477, 1961.5370,   318.57,   317.84,     318.40,   317.67,     318.57,   317.84
1961, 08,   22508, 1961.6219,   316.79,   318.02,     316.54,   317.76,     316.79,   318.02
1961, 09,   22539, 1961.7068,   314.80,   317.70,     314.95,   317.85,     314.80,   317.70
1961, 10,   22569, 1961.7890,   315.38,   318.41,     314.89,   317.92,     315.38,   318.41
1961, 11,   22600, 1961.8740,   316.10,   318.02,     316.07,   318.00,     316.10,   318.02
1961, 12,   22630, 1961.9562,   317.01,   317.82,     317.25,   318.06,     317.01,   317.82
1962, 01,   22661, 1962.0411,   317.94,   317.93,     318.14,   318.13,     317.94,   317.93
1962, 02,   22692, 1962.1260,   318.55,   317.92,     318.83,   318.20,     318.55,   317.92
1962, 03,   22720, 1962.2027,   319.68,   318.37,     319.56,   318.26,     319.68,   318.37
1962, 04,   22751, 1962.2877,   320.63,   318.30,     320.65,   318.32,     320.63,   318.30
1962, 05,   22781, 1962.3699,   321.01,   318.20,     321.20,   318.39,     321.01,   318.20
1962, 06,   22812, 1962.4548,   320.55,   318.39,     320.60,   318.45,     320.55,   318.39
1962, 07,   22842, 1962.5370,   319.57,   318.84,     319.24,   318.51,     319.57,   318.84
1962, 08,   22873, 1962.6219,   317.40,   318.63,     317.33,   318.56,     317.40,   318.63
1962, 09,   22904, 1962.7068,   316.26,   319.16,     315.69,   318.60,     316.26,   319.16
1962, 10,   22934, 1962.7890,   315.42,   318.46,     315.60,   318.64,     315.42,   318.46
1962, 11,   22965, 1962.8740,   316.69,   318.62,     316.75,   318.68,     316.69,   318.62
1962, 12,   22995, 1962.9562,   317.70,   318.51,     317.90,   318.72,     317.70,   318.51
1963, 01,   23026, 1963.0411,   318.74,   318.73,     318.77,   318.76,     318.74,   318.73
1963, 02,   23057, 1963.1260,   319.08,   318.44,     319.44,   318.80,     319.08,   318.44
1963, 03,   23085, 1963.2027,   319.86,   318.55,     320.16,   318.85,     319.86,   318.55
1963, 04,   23116, 1963.2877,   321.39,   319.05,     321.24,   318.90,     321.39,   319.05
1963, 05,   23146, 1963.3699,   322.25,   319.42,     321.78,   318.96,     322.25,   319.42
1963, 06,   23177, 1963.4548,   321.48,   319.31,     321.17,   319.01,     321.48,   319.31
1963, 07,   23207, 1963.5370,   319.74,   319.01,     319.78,   319.05,     319.74,   319.01
1963, 08,   23238, 1963.6219,   317.77,   319.01,     317.86,   319.10,     317.77,   319.01
1963, 09,   23269, 1963.7068,   316.21,   319.13,     316.22,   319.14,     316.21,   319.13
1963, 10,   23299, 1963.7890,   315.99,   319.04,     316.13,   319.18,     315.99,   319.04
1963, 11,   23330, 1963.8740,   317.12,   319.06,     317.29,   319.23,     317.12,   319.06
1963, 12,   23360, 1963.9562,   318.31,   319.12,     318.46,   319.27,     318.31,   319.12
1964, 01,   23391, 1964.0410,   319.57,   319.56,     319.33,   319.32,     319.57,   319.56
1964, 02,   23422, 1964.1257,   -99.99,   -99.99,     320.01,   319.37,     320.01,   319.37
1964, 03,   23451, 1964.2049,   -99.99,   -99.99,     320.76,   319.42,     320.76,   319.42
1964, 04,   23482, 1964.2896,   -99.99,   -99.99,     321.83,   319.46,     321.83,   319.46
1964, 05,   23512, 1964.3716,   322.25,   319.41,     322.33,   319.50,     322.25,   319.41
1964, 06,   23543, 1964.4563,   321.89,   319.74,     321.68,   319.54,     321.89,   319.74
1964, 07,   23573, 1964.5383,   320.44,   319.73,     320.27,   319.56,     320.44,   319.73
1964, 08,   23604, 1964.6230,   318.70,   319.96,     318.32,   319.59,     318.70,   319.96
1964, 09,   23635, 1964.7077,   316.70,   319.64,     316.67,   319.61,     316.70,   319.64
1964, 10,   23665, 1964.7896,   316.79,   319.85,     316.56,   319.62,     316.79,   319.85
1964, 11,   23696, 1964.8743,   317.79,   319.73,     317.70,   319.64,     317.79,   319.73
1964, 12,   23726, 1964.9563,   318.71,   319.53,     318.84,   319.65,     318.71,   319.53
1965, 01,   23757, 1965.0411,   319.44,   319.43,     319.69,   319.68,     319.44,   319.43
1965, 02,   23788, 1965.1260,   320.44,   319.80,     320.35,   319.71,     320.44,   319.80
1965, 03,   23816, 1965.2027,   320.89,   319.57,     321.08,   319.75,     320.89,   319.57
1965, 04,   23847, 1965.2877,   322.13,   319.78,     322.17,   319.82,     322.13,   319.78
1965, 05,   23877, 1965.3699,   322.16,   319.32,     322.74,   319.89,     322.16,   319.32
1965, 06,   23908, 1965.4548,   321.87,   319.70,     322.16,   319.98,     321.87,   319.70
1965, 07,   23938, 1965.5370,   321.39,   320.65,     320.82,   320.09,     321.39,   320.65
1965, 08,   23969, 1965.6219,   318.81,   320.05,     318.95,   320.20,     318.81,   320.05
1965, 09,   24000, 1965.7068,   317.81,   320.75,     317.38,   320.32,     317.81,   320.75
1965, 10,   24030, 1965.7890,   317.30,   320.38,     317.36,   320.43,     317.30,   320.38
1965, 11,   24061, 1965.8740,   318.87,   320.81,     318.60,   320.55,     318.87,   320.81
1965, 12,   24091, 1965.9562,   319.42,   320.24,     319.84,   320.67,     319.42,   320.24
1966, 01,   24122, 1966.0411,   320.62,   320.61,     320.80,   320.79,     320.62,   320.61
1966, 02,   24153, 1966.1260,   321.60,   320.95,     321.55,   320.91,     321.60,   320.95
1966, 03,   24181, 1966.2027,   322.39,   321.06,     322.34,   321.02,     322.39,   321.06
1966, 04,   24212, 1966.2877,   323.87,   321.51,     323.49,   321.13,     323.87,   321.51
1966, 05,   24242, 1966.3699,   324.01,   321.15,     324.09,   321.23,     324.01,   321.15
1966, 06,   24273, 1966.4548,   323.75,   321.57,     323.51,   321.33,     323.75,   321.57
1966, 07,   24303, 1966.5370,   322.39,   321.65,     322.15,   321.41,     322.39,   321.65
1966, 08,   24334, 1966.6219,   320.37,   321.61,     320.24,   321.49,     320.37,   321.61
1966, 09,   24365, 1966.7068,   318.64,   321.59,     318.61,   321.56,     318.64,   321.59
1966, 10,   24395, 1966.7890,   318.10,   321.19,     318.54,   321.62,     318.10,   321.19
1966, 11,   24426, 1966.8740,   319.78,   321.74,     319.73,   321.69,     319.78,   321.74
1966, 12,   24456, 1966.9562,   321.08,   321.91,     320.92,   321.74,     321.08,   321.91
1967, 01,   24487, 1967.0411,   322.07,   322.06,     321.81,   321.80,     322.07,   322.06
1967, 02,   24518, 1967.1260,   322.50,   321.85,     322.50,   321.85,     322.50,   321.85
1967, 03,   24546, 1967.2027,   323.04,   321.71,     323.23,   321.90,     323.04,   321.71
1967, 04,   24577, 1967.2877,   324.42,   322.05,     324.32,   321.95,     324.42,   322.05
1967, 05,   24607, 1967.3699,   325.00,   322.13,     324.87,   322.01,     325.00,   322.13
1967, 06,   24638, 1967.4548,   324.09,   321.90,     324.26,   322.07,     324.09,   321.90
1967, 07,   24668, 1967.5370,   322.55,   321.80,     322.87,   322.13,     322.55,   321.80
1967, 08,   24699, 1967.6219,   320.92,   322.17,     320.94,   322.20,     320.92,   322.17
1967, 09,   24730, 1967.7068,   319.31,   322.27,     319.31,   322.27,     319.31,   322.27
1967, 10,   24760, 1967.7890,   319.31,   322.41,     319.25,   322.34,     319.31,   322.41
1967, 11,   24791, 1967.8740,   320.72,   322.68,     320.46,   322.42,     320.72,   322.68
1967, 12,   24821, 1967.9562,   321.96,   322.78,     321.67,   322.49,     321.96,   322.78
1968, 01,   24852, 1968.0410,   322.57,   322.56,     322.58,   322.57,     322.57,   322.56
1968, 02,   24883, 1968.1257,   323.15,   322.50,     323.29,   322.65,     323.15,   322.50
1968, 03,   24912, 1968.2049,   323.89,   322.53,     324.09,   322.73,     323.89,   322.53
1968, 04,   24943, 1968.2896,   325.02,   322.62,     325.22,   322.82,     325.02,   322.62
1968, 05,   24973, 1968.3716,   325.57,   322.69,     325.79,   322.92,     325.57,   322.69
1968, 06,   25004, 1968.4563,   325.36,   323.18,     325.20,   323.02,     325.36,   323.18
1968, 07,   25034, 1968.5383,   324.14,   323.42,     323.85,   323.13,     324.14,   323.42
1968, 08,   25065, 1968.6230,   322.03,   323.31,     321.96,   323.24,     322.03,   323.31
1968, 09,   25096, 1968.7077,   320.41,   323.39,     320.38,   323.36,     320.41,   323.39
1968, 10,   25126, 1968.7896,   320.25,   323.35,     320.38,   323.48,     320.25,   323.35
1968, 11,   25157, 1968.8743,   321.31,   323.27,     321.65,   323.61,     321.31,   323.27
1968, 12,   25187, 1968.9563,   322.84,   323.67,     322.91,   323.74,     322.84,   323.67
1969, 01,   25218, 1969.0411,   324.00,   323.99,     323.89,   323.88,     324.00,   323.99
1969, 02,   25249, 1969.1260,   324.42,   323.77,     324.68,   324.03,     324.42,   323.77
1969, 03,   25277, 1969.2027,   325.64,   324.30,     325.50,   324.16,     325.64,   324.30
1969, 04,   25308, 1969.2877,   326.66,   324.28,     326.69,   324.30,     326.66,   324.28
1969, 05,   25338, 1969.3699,   327.34,   324.46,     327.33,   324.44,     327.34,   324.46
1969, 06,   25369, 1969.4548,   326.76,   324.56,     326.78,   324.57,     326.76,   324.56
1969, 07,   25399, 1969.5370,   325.88,   325.14,     325.44,   324.69,     325.88,   325.14
1969, 08,   25430, 1969.6219,   323.67,   324.93,     323.54,   324.81,     323.67,   324.93
1969, 09,   25461, 1969.7068,   322.38,   325.36,     321.93,   324.91,     322.38,   325.36
1969, 10,   25491, 1969.7890,   321.78,   324.90,     321.88,   324.99,     321.78,   324.90
1969, 11,   25522, 1969.8740,   322.85,   324.83,     323.10,   325.08,     322.85,   324.83
1969, 12,   25552, 1969.9562,   324.11,   324.95,     324.32,   325.16,     324.11,   324.95
1970, 01,   25583, 1970.0411,   325.03,   325.02,     325.25,   325.24,     325.03,   325.02
1970, 02,   25614, 1970.1260,   325.99,   325.34,     325.97,   325.32,     325.99,   325.34
1970, 03,   25642, 1970.2027,   326.87,   325.52,     326.74,   325.39,     326.87,   325.52
1970, 04,   25673, 1970.2877,   328.13,   325.74,     327.87,   325.47,     328.13,   325.74
1970, 05,   25703, 1970.3699,   328.07,   325.18,     328.44,   325.55,     328.07,   325.18
1970, 06,   25734, 1970.4548,   327.67,   325.45,     327.84,   325.63,     327.67,   325.45
1970, 07,   25764, 1970.5370,   326.34,   325.59,     326.45,   325.70,     326.34,   325.59
1970, 08,   25795, 1970.6219,   324.69,   325.95,     324.51,   325.77,     324.69,   325.95
1970, 09,   25826, 1970.7068,   323.10,   326.08,     322.85,   325.84,     323.10,   326.08
1970, 10,   25856, 1970.7890,   323.16,   326.29,     322.76,   325.89,     323.16,   326.29
1970, 11,   25887, 1970.8740,   323.98,   325.96,     323.95,   325.93,     323.98,   325.96
1970, 12,   25917, 1970.9562,   325.13,   325.97,     325.14,   325.97,     325.13,   325.97
1971, 01,   25948, 1971.0411,   326.17,   326.16,     326.02,   326.01,     326.17,   326.16
1971, 02,   25979, 1971.1260,   326.68,   326.03,     326.70,   326.04,     326.68,   326.03
1971, 03,   26007, 1971.2027,   327.18,   325.83,     327.43,   326.08,     327.18,   325.83
1971, 04,   26038, 1971.2877,   327.78,   325.38,     328.53,   326.13,     327.78,   325.38
1971, 05,   26068, 1971.3699,   328.92,   326.02,     329.09,   326.19,     328.92,   326.02
1971, 06,   26099, 1971.4548,   328.57,   326.35,     328.48,   326.26,     328.57,   326.35
1971, 07,   26129, 1971.5370,   327.34,   326.58,     327.08,   326.33,     327.34,   326.58
1971, 08,   26160, 1971.6219,   325.46,   326.73,     325.13,   326.40,     325.46,   326.73
1971, 09,   26191, 1971.7068,   323.36,   326.36,     323.48,   326.47,     323.36,   326.36
1971, 10,   26221, 1971.7890,   323.56,   326.70,     323.41,   326.55,     323.56,   326.70
1971, 11,   26252, 1971.8740,   324.80,   326.78,     324.64,   326.62,     324.80,   326.78
1971, 12,   26282, 1971.9562,   326.01,   326.85,     325.86,   326.70,     326.01,   326.85
1972, 01,   26313, 1972.0410,   326.77,   326.76,     326.79,   326.78,     326.77,   326.76
1972, 02,   26344, 1972.1257,   327.63,   326.98,     327.52,   326.87,     327.63,   326.98
1972, 03,   26373, 1972.2049,   327.75,   326.37,     328.34,   326.96,     327.75,   326.37
1972, 04,   26404, 1972.2896,   329.72,   327.29,     329.51,   327.08,     329.72,   327.29
1972, 05,   26434, 1972.3716,   330.07,   327.16,     330.12,   327.21,     330.07,   327.16
1972, 06,   26465, 1972.4563,   329.09,   326.88,     329.56,   327.36,     329.09,   326.88
1972, 07,   26495, 1972.5383,   328.05,   327.32,     328.24,   327.52,     328.05,   327.32
1972, 08,   26526, 1972.6230,   326.32,   327.62,     326.40,   327.70,     326.32,   327.62
1972, 09,   26557, 1972.7077,   324.93,   327.95,     324.87,   327.89,     324.93,   327.95
1972, 10,   26587, 1972.7896,   325.06,   328.21,     324.95,   328.09,     325.06,   328.21
1972, 11,   26618, 1972.8743,   326.50,   328.49,     326.31,   328.30,     326.50,   328.49
1972, 12,   26648, 1972.9563,   327.55,   328.39,     327.66,   328.50,     327.55,   328.39
1973, 01,   26679, 1973.0411,   328.54,   328.53,     328.73,   328.71,     328.54,   328.53
1973, 02,   26710, 1973.1260,   329.56,   328.90,     329.59,   328.93,     329.56,   328.90
1973, 03,   26738, 1973.2027,   330.30,   328.95,     330.47,   329.11,     330.30,   328.95
1973, 04,   26769, 1973.2877,   331.50,   329.08,     331.73,   329.31,     331.50,   329.08
1973, 05,   26799, 1973.3699,   332.48,   329.56,     332.41,   329.49,     332.48,   329.56
1973, 06,   26830, 1973.4548,   332.07,   329.84,     331.89,   329.65,     332.07,   329.84
1973, 07,   26860, 1973.5370,   330.87,   330.11,     330.55,   329.79,     330.87,   330.11
1973, 08,   26891, 1973.6219,   329.31,   330.59,     328.62,   329.90,     329.31,   330.59
1973, 09,   26922, 1973.7068,   327.51,   330.53,     326.96,   329.98,     327.51,   330.53
1973, 10,   26952, 1973.7890,   327.18,   330.34,     326.87,   330.02,     327.18,   330.34
1973, 11,   26983, 1973.8740,   328.16,   330.16,     328.05,   330.05,     328.16,   330.16
1973, 12,   27013, 1973.9562,   328.64,   329.48,     329.23,   330.07,     328.64,   329.48
1974, 01,   27044, 1974.0411,   329.35,   329.34,     330.10,   330.09,     329.35,   329.34
1974, 02,   27075, 1974.1260,   330.71,   330.05,     330.77,   330.11,     330.71,   330.05
1974, 03,   27103, 1974.2027,   331.48,   330.12,     331.49,   330.13,     331.48,   330.12
1974, 04,   27134, 1974.2877,   332.65,   330.22,     332.59,   330.17,     332.65,   330.22
1974, 05,   27164, 1974.3699,   333.09,   330.15,     333.14,   330.20,     333.09,   330.15
1974, 06,   27195, 1974.4548,   332.25,   330.01,     332.49,   330.25,     332.25,   330.01
1974, 07,   27225, 1974.5370,   331.18,   330.42,     331.06,   330.30,     331.18,   330.42
1974, 08,   27256, 1974.6219,   329.40,   330.68,     329.07,   330.35,     329.40,   330.68
1974, 09,   27287, 1974.7068,   327.43,   330.46,     327.37,   330.40,     327.43,   330.46
1974, 10,   27317, 1974.7890,   327.37,   330.54,     327.29,   330.45,     327.37,   330.54
1974, 11,   27348, 1974.8740,   328.46,   330.46,     328.51,   330.51,     328.46,   330.46
1974, 12,   27378, 1974.9562,   329.57,   330.42,     329.73,   330.57,     329.57,   330.42
1975, 01,   27409, 1975.0411,   330.40,   330.39,     330.66,   330.65,     330.40,   330.39
1975, 02,   27440, 1975.1260,   331.41,   330.74,     331.39,   330.73,     331.41,   330.74
1975, 03,   27468, 1975.2027,   332.04,   330.67,     332.17,   330.81,     332.04,   330.67
1975, 04,   27499, 1975.2877,   333.31,   330.87,     333.34,   330.90,     333.31,   330.87
1975, 05,   27529, 1975.3699,   333.97,   331.02,     333.94,   331.00,     333.97,   331.02
1975, 06,   27560, 1975.4548,   333.60,   331.35,     333.35,   331.10,     333.60,   331.35
1975, 07,   27590, 1975.5370,   331.90,   331.14,     331.96,   331.20,     331.90,   331.14
1975, 08,   27621, 1975.6219,   330.06,   331.34,     330.01,   331.30,     330.06,   331.34
1975, 09,   27652, 1975.7068,   328.56,   331.60,     328.35,   331.39,     328.56,   331.60
1975, 10,   27682, 1975.7890,   328.34,   331.52,     328.30,   331.48,     328.34,   331.52
1975, 11,   27713, 1975.8740,   329.49,   331.50,     329.55,   331.56,     329.49,   331.50
1975, 12,   27743, 1975.9562,   330.76,   331.61,     330.79,   331.64,     330.76,   331.61
1976, 01,   27774, 1976.0410,   331.75,   331.73,     331.74,   331.72,     331.75,   331.73
1976, 02,   27805, 1976.1257,   332.56,   331.90,     332.47,   331.80,     332.56,   331.90
1976, 03,   27834, 1976.2049,   333.50,   332.10,     333.27,   331.87,     333.50,   332.10
1976, 04,   27865, 1976.2896,   334.58,   332.12,     334.41,   331.95,     334.58,   332.12
1976, 05,   27895, 1976.3716,   334.88,   331.92,     334.97,   332.02,     334.88,   331.92
1976, 06,   27926, 1976.4563,   334.34,   332.10,     334.34,   332.10,     334.34,   332.10
1976, 07,   27956, 1976.5383,   333.05,   332.31,     332.92,   332.18,     333.05,   332.31
1976, 08,   27987, 1976.6230,   330.94,   332.26,     330.96,   332.27,     330.94,   332.26
1976, 09,   28018, 1976.7077,   329.30,   332.36,     329.32,   332.37,     329.30,   332.36
1976, 10,   28048, 1976.7896,   328.94,   332.12,     329.30,   332.48,     328.94,   332.12
1976, 11,   28079, 1976.8743,   330.31,   332.32,     330.60,   332.61,     330.31,   332.32
1976, 12,   28109, 1976.9563,   331.68,   332.53,     331.91,   332.76,     331.68,   332.53
1977, 01,   28140, 1977.0411,   332.93,   332.91,     332.93,   332.92,     332.93,   332.91
1977, 02,   28171, 1977.1260,   333.42,   332.75,     333.76,   333.10,     333.42,   332.75
1977, 03,   28199, 1977.2027,   334.70,   333.33,     334.64,   333.26,     334.70,   333.33
